t,h,_entailment,_id,_similarity
Um homem está falando,Um homem está em silêncio,None,4387,3.3
Uma menina adolescente está guardando miçangas que são vermelhas,"Uma jovem senhora com cabelo castanho claro está usando um colar vermelho, um moletom e brincos e está sorrindo",None,4388,2
Um menino está escalando para cima de uma parede de escalada e está preso a uma corda,Um menino pequeno e medroso está no chão,None,4389,2.6
Uma mulher está fatiando uma pimenta grande,Uma mulher está fatiando um dente de alho,None,4390,3.2
Um menino está tocando um violão,Não tem nenhum menino tocando um violão,None,4391,3.3
Uma pessoa está levantando um bife com água,Um homem não está enxaguando um bife grande,None,4392,3.3
Um teclado eletrônico está sendo tocado por um homem,Um homem está tocando uma flauta,None,4393,2.9
A noiva e o noivo estão partindo após o casamento,A noiva está deixando o noivo após o casamento,None,4394,3.2
O homem está apagando o trabalho de outro homem na lousa,O homem está limpando o desenho da lousa,None,4395,3.8
"O equipamento de escalada para resgatar um homem está pendurado em uma pedra branca, vertical",Um homem com equipamento usado para escalada está pendurado em uma rocha branca e vertical,None,4396,3.2
Uma pessoa com equipamento de escalada rosa passou a corda pela rocha,"Uma pessoa está escalando uma rocha com uma corda, que é rosa",None,4397,3.4
Uma mulher está escovando seus pés,Uma mulher está escovando sua mão,None,4398,3.2
"Uma menina de uniforme, que é azul, está levantando seu braço","Uma menina em um uniforme, que é azul, está rapidamente levantando seu braço",None,4399,4.5
Um motociclista sem capacete está esperando em uma moto azul perto da estrada,Um motociclista de capacete vermelho está andando em uma motocicleta azul pela estrada,None,4400,3.7
Não tem nenhuma mulher fatiando um dente de alho,Uma mulher está fatiando uma pimenta grande,None,4401,2.3
Um homem está usando um capacete preto e empurrando uma bicicleta,Não tem nenhum homem usando um capacete preto e empurrando uma bicicleta,None,4402,3.1
Duas crianças estão brincando em uma piscina com uma boia de crocodilo colorida de verde,Dois crocodilos estão nadando em uma piscina verde perto de crianças brincando,None,4403,3.5
Não tem nenhuma mulher descascando uma batata,Uma mulher está descascando uma batata,None,4404,3.2
Um homem está espalhando manteiga em um pedaço de pão que é grande,O homem não está espalhando manteiga no pão,None,4405,3.4
O praticante de snowboard está saltando sobre da neve branca,O praticante de snowboard não está saltando sobre da neve branca,None,4406,3.6
Uma jovem mulher está tocando o violão,O homem está intensamente tocando o violão,None,4407,3.4
Duas mulheres estão falando,Dois homens estão tocando violão,None,4408,1.3
Alguém está em uma motocicleta preta e branca e está sentado no assento,Um motociclista está de pé no banco de uma motocicleta branca,None,4409,3.7
A mulher está dançando,Uma mulher está dançando numa gaiola,None,4410,4.4
Uma mulher está negando as bolas de vôlei para outra mulher,Uma mulher está entregando bolas de vôlei para outra mulher,None,4411,3.2
Um gato está se afastando de um pouco de milho,Um gato está comendo milho na espiga,None,4412,3.8
Um homem está atenciosamente tirando fotos de um lago,O homem está configurando a câmera e tirando fotos do pôr-do-sol na praia,None,4413,3.2
Um homem está caminhando do lado de fora,Não tem nenhum homem andando do lado de fora,None,4414,4.6
Um cachorro que tem pelagem castanha e branca está trotando pelo raso,Um cachorro branco e castanho está andando pela água com dificuldade,None,4415,3.7
Um leão está andando lentamente,Um leão está cansadamente andando ansiosamente em uma jaula,None,4416,4
A senhora está quebrando ovos crus na tigela,A mulher está guardando os ovos,None,4417,2.8
Uma sala de aula está cheia de estudantes,Uma sala de aula está vazia,None,4418,2.3
A mulher com uma faca está fatiando uma pimenta,Uma mulher está fatiando uma pimenta verde,None,4419,4.4
Três homens estão praticando karatê em um campo,Três meninos com uniformes de karatê estão brigando,None,4420,3.4
Uma menina está penteando o cabelo,Uma menina está escovando seus cabelos,None,4421,4.435
Um pódio é onde um homem está falando,Um homem está falando em um palco,None,4422,4
Algumas fatias de tofu estão sendo comidas por uma mulher,Tofu está sendo fatiado por uma mulher,None,4423,3.5
Um homem está tocando uma flauta,Um violão está sendo tocando por um homem,None,4424,2.2
Um tigre está perambulando sem rumo,Um tigre está andando do lado de fora da gaiola,None,4425,3.7
Uma mulher não está encenando uma dança,Uma mulher está dançando em um palco,None,4426,2.8
Duas bicicletas estão sendo pedaladas por duas pessoas,Duas pessoas estão montadas em uma moto,None,4427,3.8
A cenoura está sendo fatiada por uma mulher,Uma mulher está fatiando uma batata,None,4428,3.1
A menina está animando o homem de uniforme azul e branco,"Uma menina de uniforme, que é azul, está levantando seu braço",None,4429,3.3
Um homem está perdendo a bola de futebol de campo,Um homem está performando truques com uma bola de futebol,None,4430,3.5
"Um cachorro, que é pequenino, está brincando incansavelmente na grama verde",Um cachorro está perto da bola vermelha no ar,None,4431,2.9
Uma mulher está sentada e olhando para uma cachoeira,O homem de camiseta cinza está sentado em uma pedra em frente a cachoeira,None,4432,2.9
Um homem com equipamento usado para escalar está debaixo de uma rocha branca vertical,Uma mulher com um rabo de cavalo está subindo uma parede de pedra,None,4433,2.7
"Uma mulher, que está tirando um cachecol rosa, está parando sua bicicleta em uma ponte feita para pedestres","A mulher usando calça prata, com a boca de sino rosa, e um lenço rosa está andando de bicicleta",None,4434,2.5
Um homem está posando para ser observado por outro homem,Um homem em uma camisa tingida de roxo está olhando para o homem de camisa preta que está fazendo uma cara engraçada,None,4435,3.5
Uma mulher está negando as bolas de vôlei para outra mulher,Uma mulher está sacando bolas de vôlei sobre uma rede,None,4436,3.7
Um homem está tirando fotos de um lago,A foto de um homem está sendo tirada perto de um lago,None,4437,3.4
A carne está sendo despejada em uma frigideira,Uma mulher está colocando carne em uma frigideira,None,4438,4.4
O animal com olhos grandes está comendo,Não tem nenhum lêmure comendo,None,4439,2.3
Um jovem alpinista está fazendo uma parede de escalada para os meninos,O menino jovem está escalando a parede de pedra,None,4440,3.3
"O homem e o menino estão parados no topo das escadas, que estão ao ar livre","O homem e o menino estão de pé embaixo da escada, que é ao ar livre",None,4441,4.1
Uma senhora nua está andando na frente de diversas pessoas com pintura corporal,Uma jovem mulher de topless está coberta de tinta,None,4442,3.5
"Não tem nenhuma jovem senhora com cabelos castanhos claros usando um colar vermelho, um suéter e brincos e sorrindo",Uma menina adolescente está usando miçangas que são vermelhas,None,4443,3.2
Uma mulher está rachando alguns ovos em um recipiente,Uma mulher está rachando alguns ovos em uma tigela,None,4444,4.6
Um homem está parando a bicicleta,Um macaco está andando de bicicleta,None,4445,2.2
Não tem nenhum homem dançando de cabeça para baixo no teto,Um homem está dançando de cabeça para baixo no teto,None,4446,3.9
Um músico está tocando dois teclados,Um homem está tocando dois teclados,None,4447,4.2
A menina está passando lápis de olho em sua pálpebra,A mulher não está passando sombra,None,4448,3.8
Uma mulher com tranças está escalando uma parede de pedra,Uma mulher com um rabo de cavalo está subindo uma parede de pedra,None,4449,4.2
A mulher e o homem estão viajando de carro,A mulher e o homem não estão viajando de carro,None,4450,3.6
Um homem bêbado está molhando cuidadosamente um gato,Um caminhão está descendo rapidamente um morro,None,4451,1
Uma mulher está adicionando ingredientes a uma tigela,Uma mulher está removendo ingredientes de uma tigela,None,4452,3.3
Uma mulher está usando óculos escuros de tamanho grande e está segurando jornais nas duas mãos,Uma mulher idosa está sem camisa e está desajeitadamente derrubando dois jornais,None,4453,2.4
Uma mulher está despejando uma mistura em uma tigela e misturando-a,Uma mulher está cozinhando um ovo em uma sautese,None,4454,2.2
Um homem está subindo uma corda,Um homem está sendo amarrado antes de escalar,None,4455,3.1
Um homem não está enxaguando um bife grande,Um homem está lavando um grande bife,None,4456,3.4
Um grande grupo de pessoas asiáticas está comendo em um restaurante,Um pequenino grupo de pessoas está esperando para comer em um restaurante,None,4457,3.4
Três pessoas estão paradas ao lado de um galho de árvore,Duas crianças e um adulto estão em pé próximos a um galho de árvore,None,4458,4.6
Um homem está pegando uma lata,Uma mulher está pegando uma lata,None,4459,3.8
Uma mulher está descascando uma batata,O homem não está fatiando batatas,None,4460,3.1
Um homem está colocando alho em algumas fatias de pão,Um homem está polvilhando tempero em vários pães fatiados e com manteiga,None,4461,3.9
Um homem está quebrando uma mão de madeira contra uma placa,Um homem está quebrando mesas de madeira com sua mão,None,4462,3.1
Dois homens estão lutando com os punhos em um ringue,Ninguém está lutando com os punhos em um ringue,None,4463,3.6
Dois cachorros de raças diferentes estão olhando com raiva um para o outro através da rua,"Um cachorro, que é preto, e um branco estão encarando um ou outro na rua",None,4464,3.9
Três meninas jovens estão dançando no cômodo,Três meninas adolescentes estão dançando na sala,None,4465,4.6
Dois homens estão fazendo um esquete engraçado com um boxeador na frente de uma multidão de pessoas,Os meninos não estão dançando na frente de algumas pessoas,None,4466,1.6
Um tigre está andando do lado de fora da gaiola,Um tigre está perambulando sem rumo,None,4467,3.7
Não tem nenhum homem correndo na estrada,Um homem está correndo na estrada,None,4468,3.6
Uma mulher está falando em um telefone,Dois meninos assustados estão conversando no telefone,None,4469,2.7
Uma pessoa está andando de motocicleta,Uma pessoa está picando uma cebola,None,4470,1.4
Dois homens estão andando em uma estrada nevada,Dois homens com bicicletas estão do lado de uma estrada nevada,None,4471,3.9
Um cachorro que tem pelagem castanha e branca está trotando pelo raso,Um homem branco está passeando com um cachorro pela água marrom com dificuldade,None,4472,2.3
Uma criança está segurando uma pistola de água,Não tem nenhuma criança segurando uma pistola de água ou sendo pulverizada com água,None,4473,4.085
O homem não está fazendo exercícios de chão,O homem está fazendo exercícios no chão,None,4474,4.1
O homem está despejando óleo em alguns tomates,Alguém está despejando óleo de tomate no homem,None,4475,3.1
Algumas crianças estão pulando em um trampolim,Alguns meninos estão brincando no trampolim,None,4476,4.4
Não tem nenhum trem de brinquedo batendo em um carro de brinquedo,Um trem de brinquedo está atingindo um carro de brinquedo,None,4477,3.1
Um cachorro está mordendo uma lata,Um cachorro está se aproximando de uma panela de comida,None,4478,3.2
"Uma menina de uniforme, que é azul, está levantando seu braço",A menina está animando o homem de uniforme azul e branco,None,4479,3.3
Um egípcio está vestindo uma toca de mulher,A mulher está usando óculos e uma touca preta,None,4480,3.1
Uma banda está apresentando-se no palco,Uma banda não está tocando em um palco,None,4481,4.6
O homem está fazendo um truque de magia,Alguns homens perigosos com facas estão jogando uma bicicleta contra uma árvore,None,4482,1.5
A pessoa está fatiando um dente de alho em pedaços,Um pimentão está sendo cortado em pedaços por uma pessoa,None,4483,2.8
"Um homem de camisa roxa está tingindo de preto outra camisa, que tem estampado um homem olhando para um cachorro fazendo uma cara engraçada",Um homem fazendo uma pose está sendo observado por outro homem,None,4484,1.9
Uma mulher está sentada e olhando para a cachoeira,O homem de camiseta cinza está sentado em uma pedra em frente a cachoeira,None,4485,2.685
A pessoa está praticando tocar violão,O violão está sendo tocado por uma senhora,None,4486,4.1
Não tem nenhuma mulher tocando uma flauta,Uma mulher está tocando flauta,None,4487,3.4
Um menino pequeno está pulando em uma poça na rua,Uma criança jovem está usando botas verdes e brincando em uma poça cheia de lama,None,4488,3.8
Uma mulher está secando ovos,Uma mulher está fervendo ovos,None,4489,3.4
Um homem está pulando atleticamente uma parede,Um homem está pulando em uma parede baixa,None,4490,4
Dois homens estão segurando bicicletas e parados ao lado de uma estrada coberta de neve,Dois homens estão fazendo uma pausa da viagem em uma estrada nevada,None,4491,3.8
Uma pessoa está fazendo um truque com alguns cartões,Um homem está fritando uma tortilha,None,4492,1
Um homem está parado,Um homem está dançando na estrada,None,4493,2.4
"Uma menina, que é pequena, está tocando piano",Uma menina pequena está tocando um piano de cauda no palco,None,4494,4.5
Um homem está descendo uma corda,Um homem está escalando para cima em uma corda,None,4495,3.8
Dois cachorros castanhos estão disputando uma bola vermelha e estão brincando na grama,Não tem nenhum cachorro brincando com uma bola vermelha,None,4496,2.5
Dois homens estão segurando varas de pesca e equipamentos de pesca,Dois homens estão de pé perto da água e estão segurando varas de pesca,None,4497,3.9
Algumas mulheres estão falando,Algumas mulheres velhas estão falando,None,4498,4.4
Um grupo de pessoas está equipado com equipamentos de segurança,Um grupo de pessoas está equipado com equipamento que não protege,None,4499,3.5
O violão está sendo tocado por um homem,Um barco está ancorado,None,4500,1
Um homem de macacão azul está corajosamente empinando uma motocicleta,"O homem está no chão, que é praticamente árido, filmando uma empinada de uma motocicleta",None,4501,2.6
Um homem e uma mulher estão caminhando pela floresta,Um homem está acompanhando uma mulher pela floresta,None,4502,4.6
A pessoa que está praticando não gosta do violão,A pessoa está praticando tocar violão,None,4503,3.3
Um carro branco está sendo dirigido por um homem,O entrevistador está concedendo uma pausa ao homem,None,4504,1.6
Um homem está imprudentemente cavalgando um cavalo,O elefante está sendo conduzido sobre uma mulher,None,4505,1.5
Uma mulher está cozinhando ovos,A mulher está cozinhando cuidadosamente alguma coisa,None,4506,3.9
O homem está comendo cereal,Um homem está comendo uma tigela de cereal,None,4507,4.8
Alguém está batendo um ovo,Ninguém está batendo um ovo,None,4508,3.2
Uma pessoa está tocando trompete,Um homem está tocando o violão,None,4509,2.7
Uma pessoa não está rapidamente picando cogumelos com uma faca,Um homem está picando rapidamente alguns cogumelos com uma faca,None,4510,4
Não tem cachorros de diferentes raças se entreolhando através da rua,"Um cachorro, que é preto, e um branco estão encarando um ou outro na rua",None,4511,3.4
"O homem e o menino estão de pé embaixo da escada, que é ao ar livre",Uma palestra sobre um adulto e um menino está sendo dada em um anfiteatro,None,4512,1.5
Não tem nenhum homem despejando óleo em uma frigideira,Um homem está despejando óleo dentro de uma frigideira,None,4513,3.2
A senhora não está medindo o tornozelo de outra mulher,A mulher está medindo a outra mulher,None,4514,2.9
Não tem nenhum homem atirando com armas,Uma mulher está andando a cavalo,None,4515,1
Uma pessoa está colocando carne em uma sautese,Uma pessoa está tirando a carne da sautese,None,4516,3.5
A pessoa está desenhando,Um homem está desenhando uma imagem,None,4517,4.6
Um homem com equipamento usado para escalada está pendurado em uma rocha branca e vertical,"O equipamento de escalada para resgatar um homem está pendurado em uma pedra branca, vertical",None,4518,3.2
Um homem está parando um cavalo,Um homem está andando a cavalo,None,4519,3.635
Não tem nenhum homem dançando na estrada,Um homem está dançando na estrada,None,4520,3
A mulher está medindo um homem,A mulher está medindo a outra mulher,None,4521,3.5
Duas pessoas estão sentadas confortavelmente no banco,Um homem e uma mulher estão sentados confortavelmente no banco,None,4522,4.6
Não tem nenhuma mulher mergulhando um camarão na massa,Um homem está dirigindo um carro,None,4523,1
Um homem está jogando beisebol com uma flauta,Um homem está jogando futebol de campo,None,4524,1.965
Um homem está falando com uma menina usando uma câmera de internet,Um menino na adolescência está falando com uma menina com uma câmera de internet,None,4525,3.9
Não tem nenhum cachorro branco e castanho andando ansiosamente com dificuldade na água,Um cachorro branco e castanho está andando pela água com dificuldade,None,4526,2.6
Um bebê está sentado,Um bebê está engatinhando feliz,None,4527,3
Um homem está tocando um violão no palco,Uma pessoa tem cabelo loiro e esvoaçante e está tocando violão,None,4528,3
Um homem de macacão azul está corajosamente empinando uma motocicleta,O homem está empinando uma motocicleta num chão que é praticamente árido,None,4529,3.7
Não há nenhuma criança pulando em um trampolim,Várias crianças estão pulando em um trampolim,None,4530,3.2
Dois cachorros estão brincando perto de uma planta,Um cachorro está saltando alto no ar e outro está observando,None,4531,2.8
Um homem não está sentado confortavelmente na mesa,Um homem usando uma camisa tingida de preto está sentado à mesa e rindo,None,4532,3
O gato empoleirado na mesa está olhando pela janela,Não tem nenhum gato branco empoleirado em um pequenino armário de madeira olhando para fora da janela,None,4533,3.9
O equipamento na frente da menina loira dançando está tocando,A menina loira está dançando em frente ao equipamento de som,None,4534,3.9
O homem está despejando óleo em alguns tomates,Não tem nenhum homem despejando um pouco de óleo nos tomates,None,4535,3.3
Um homem está chorando,Um homem está rindo,None,4536,2.5
Dois homens estão conversando,Violão está sendo tocado por dois homens,None,4537,1.45
Um homem e uma mulher estão sentados,Uma mulher e um homem estão caminhando,None,4538,3.1
Um casal está correndo em direção ao oceano,Um homem e uma mulher estão de pé juntos e de mãos dadas,None,4539,2.4
Uma mulher está fatiando uma pimenta grande,Não tem nenhuma mulher fatiando um dente de alho,None,4540,2.3
Um homem sentado está ocupado escrevendo algo em uma área coberta por tinta,Um homem está sentado perto de uma bicicleta e escrevendo uma nota,None,4541,3.2
Um barco está ancorado,O violão está sendo tocado por um homem,None,4542,1
Uma mulher está colocando maquiagem,Uma mulher está tirando sombra,None,4543,3.6
A mulher está despejando óleo em uma sautese,A mulher não está despejando óleo em uma sautese,None,4544,3.6
A mulher está usando óculos e uma touca preta,Uma mulher negra está usando óculos sobre a bandana,None,4545,3.7
Duas equipes estão jogando futebol de campo,Não tem nenhum time jogando futebol de campo,None,4546,2.8
Uma banda está tocando no palco,Não tem nenhuma banda tocando,None,4547,4.1
Uma pessoa está embrulhando uma tortilha,Um homem está desdobrando uma tortilha,None,4548,4.1
A mulher está pondo uma tigela com uma rachadura perto de um ovo,Uma mulher está quebrando um ovo em uma tigela,None,4549,3.2
Uma família está assistindo um menino pequeno que está batendo em uma bola de beisebol,Um menino pequeno está assistindo uma família que está batendo em uma bola de beisebol,None,4550,3.7
Duas mulheres estão brigando em uma partida de kickboxing,Duas pessoas estão lutando kickboxing e espectadores estão assistindo,None,4551,3.9
Uma menina está cortando a manteiga em dois pedaços,Tofu está sendo fatiado por uma mulher,None,4552,2.1
Alguém está coçando as costas de um animal,Uma mulher está acariciando um lêmure,None,4553,3.3
A mulher está cortando uma cenoura,A mulher não está cortando uma cenoura,None,4554,3.7
Um homem e uma mulher estão correndo juntos e de mãos dadas,Um casal está correndo em direção à água,None,4555,3.6
A peça é sobre um menino feliz tocando piano,Um menino está tocando animadamente o piano,None,4556,2.8
Um homem está espalhando manteiga em um pedaço de pão que é grande,O homem está espalhando descuidadamente a manteiga em uma fatia de pão de alho,None,4557,4
O homem está despejando um pouco de óleo nos tomates,O homem está despejando óleo em alguns tomates,None,4558,4.6
Um homem está cortando uma árvore com um machado,Um homem está aguando uma árvore,None,4559,2.6
Um cachorro está pulando em um trampolim,Um cachorro está pulando em um trampolim de mergulho,None,4560,2.4
Um casal casado está caminhando corredor acima,A noiva e o noivo estão partindo após o casamento,None,4561,3.9
Dois homens estão fazendo uma pausa da viagem em uma estrada nevada,Dois homens estão andando em uma estrada nevada,None,4562,3.3
Um homem está falando em um palco,Não tem nenhum homem falando no palco,None,4563,3.8
Dois homens estão de pé perto da água e estão segurando varas de pesca,Dois homens não estão segurando varas de pescar,None,4564,3.6
Um homem está dançando de cabeça para baixo no teto,Não tem nenhum homem dançando de cabeça para baixo no teto,None,4565,3.9
Uma criança está segurando uma pistola de água,Uma criança risonha está segurando uma pistola de água e sendo espirrada com água,None,4566,4.5
Três mulheres estão dançando,O homem não está dançando,None,4567,2.9
Dois cachorros estão correndo e levando um objeto em suas bocas,Não tem nenhum cachorro correndo e carregando um objeto na boca,None,4568,3.5
Um homem está ligando o micro-ondas,Um homem está sendo empurrado em direção aos botões de um micro-ondas,None,4569,3.4
Uma menina pequena está tocando um piano de cauda no palco,Não tem nenhuma menina pequena tocando num piano de cauda no palco,None,4570,2.8
Um leão está cansadamente andando ansiosamente em uma jaula,Não tem nenhum leão andando,None,4571,2.8
Duas crianças jovens estão comendo enroladinhos,Duas crianças jovens estão jejuando,None,4572,2.8
Não tem nenhum homem imprudentemente andando a cavalo,O elefante está sendo montado pela mulher,None,4573,1.8
Pessoas estão remando perto de um bote que está sendo navegado,Quatro pessoas estão flutuando em um bote,None,4574,2.9
Um macaco está chutando raivosamente um alvo,Um homem irritado está mirando um chimpanzé dando pontapés,None,4575,3.4
O peixe está seguindo a tartaruga,Uma tartaruga de mar está procurando peixes,None,4576,3.2
A mulher está passando sombra,A mulher não está passando sombra,None,4577,4.1
O homem está dançando,Não tem nenhuma mulher dançando,None,4578,3.1
Uma mulher está praticando wakeboard no lago,A mulher está fazendo esqui aquático,None,4579,3.5
Um cachorro está pulando em um trampolim de mergulho,Um cachorro está pulando em um trampolim,None,4580,2.4
Um jogador de futebol está caindo na grama para desviar de uma criança pequena,A criança pequena está jogando futebol e caindo na grama,None,4581,3.7
Não tem nenhum menino brincando ao ar livre e não tem nenhum homem sorrindo,Um grupo de crianças está brincando em um quintal e um homem velho está parado ao fundo,None,4582,3.3
Algumas crianças estão pulando em um trampolim,Ninguém está brincando em um trampolim,None,4583,3.8
Um avião de desenho animado está decolando,Um avião de desenho animado está pousando,None,4584,3.9
Um homem está dirigindo um veículo,Um homem está andando a cavalo,None,4585,3.5
Furões estão escalando prateleira acima,Vários furões estão escalando para fora da gaiola,None,4586,3.5
Duas crianças estão empurrando um crocodilo inflável em uma piscina,Duas crianças estão brincando em uma piscina com uma boia de crocodilo que é verde,None,4587,4.5
A bola de futebol não está entre os pés de um menino que está deitado na grama,A bola de futebol está entre os pés de um menino que está deitado na grama,None,4588,3.1
Uma corda está sendo escalada por um homem,Um homem está fatiando a cenoura com uma máquina,None,4589,1.1
Um homem está andando a cavalo,Um homem está parando um cavalo,None,4590,3.635
Uma mulher está tocando um violão,Um homem está tocando um violão,None,4591,3.6
O homem não está desenhando,O homem está desenhando,None,4592,2.8
O homem está fatiando vegetais,Uma mulher está fatiando uma batata,None,4593,3
A pessoa não está fatiando cebolas,A pessoa está fatiando cebolas,None,4594,3.9
Um homem está enchendo um recipiente feito de plástico,Um homem está segurando um sapo descuidadamente,None,4595,1.2
O homem não está montando um cavalo perto de um riacho,O homem está montando um cavalo perto de um riacho,None,4596,3.2
Uma mulher está andando em uma moto aquática,Uma mulher está estacionando uma moto aquática,None,4597,3.8
Este avião está decolando,Um avião está pousando,None,4598,3.8
Alguém está tocando lindamente o piano,Alguém está tocando o violão,None,4599,3
Um homem está rindo,Um homem está conversando,None,4600,3.3
Uma menina está tocando o piano,Uma menina pequena está saindo do palco,None,4601,2.2
Uma pessoa está descascando uma cebola,As cebolas estão sendo fatiadas por uma pessoa,None,4602,3.7
A mulher está pegando o canguru,A mulher está pondo o canguru de volta,None,4603,3.6
Um homem está rezando,Um homem está dançando,None,4604,2.4
Um homem está entrando em um carro em uma garagem,Um homem está estacionando um carro em uma garagem,None,4605,3.6
"Uma mulher está tirando uma capa, que é muito grande, e revelando um vestido extravagante","Não tem nenhum vestido preto, vermelho e rosa sendo usado por uma mulher",None,4606,2.4
A mulher está fatiando uma cebola,Um homem está guardando uma cenoura,None,4607,1.6
O homem está tocando um violão,O homem está tocando a flauta,None,4608,2.4
Alguns meninos estão brincando no trampolim,Algumas crianças estão pulando em um trampolim,None,4609,4.4
Um pequeno grupo de mulheres está segurando uma a outra e dançando junto,Dois homens estão jogando pebolim,None,4610,1
Uma pessoa está tocando trompete,Uma pessoa está parando de tocar um trompete,None,4611,3.6
Um bebê está espirrando e assustando outro bebê,Um bebê está engatinhando feliz,None,4612,2.5
Um filhote de cachorro está rolando de um lado para outro de costas repetidamente,Um filhote de cachorro fofo está repetidamente rolando de um lado para outro com suas costas no chão,None,4613,4.4
Uma mulher está rachando alguns ovos em uma tigela,Uma mulher está rachando alguns ovos fora de uma tigela,None,4614,3.6
Um homem está sentado perto de uma bicicleta e escrevendo uma nota,Um homem está usando roupas que estão cobertas com tinta e está sentado em uma área movimentada escrevendo algo,None,4615,3.7
O cervo está saltando sobre a cerca,O cervo está saltando sobre a cerca baixa,None,4616,4.4
Uma mulher está sendo beijada por um homem,Uma multidão perto das pessoas está se beijando dois a dois,None,4617,3.15
Uma pessoa está despejando vegetais picados em uma panela no fogão,Um jacaré está levando um tapa na boca de um homem,None,4618,1
Um animal está correndo em círculos,O esquilo está correndo em círculos,None,4619,4.3
Os meninos estão dançando na frente de algumas pessoas,Dois homens com um cachorro estão entediando uma multidão de pessoas,None,4620,1.8
Algumas adolescentes estão dançando para a câmera,Três adolescentes estão morgando no quarto,None,4621,3.1
Alguém está escrevendo,Alguém está digitando em um teclado,None,4622,3
Uma mulher está fatiando um dente de alho,Não tem nenhuma mulher fatiando um dente de alho,None,4623,3.8
Não tem nenhum cervo pulando cercas,Um cervo está pulando uma cerca,None,4624,4.1
A mulher está comendo,Uma mulher está amalgamando ovos,None,4625,1.8
Uma criança está correndo para dentro e para fora das ondas oceânicas,Um menino está acenando do oceano para alguns jovens corredores,None,4626,3.1
Um animal está correndo por aí em círculos,Um esquilo está correndo por aí em círculos,None,4627,4.6
Um avião está sendo estacionado no chão,Um avião está voando pelo ar,None,4628,2.9
Um homem está tirando uma foto de um desenho,A pessoa está desenhando,None,4629,3.3
Os médicos estão revivendo um homem,O paciente está ajudando o médico,None,4630,1.8
Algumas mulheres não estão falando,Os homens estão falando,None,4631,2.5
O animal com olhos grandes está dormindo,Um lêmure está comendo,None,4632,2.7
Um jogador de futebol de campo está marcando um gol,Jogadores de futebol de campo estão chutando uma bola de futebol de campo no gol,None,4633,4.165
"O homem está no chão, que é praticamente árido, filmando uma empinada de uma motocicleta",Um homem de macacão azul está corajosamente empinando uma motocicleta,None,4634,2.6
Não tem nenhum homem dando um telefonema,Um homem está fazendo uma ligação de um celular,None,4635,4
Uma menina está fazendo uma flauta que não deve ser tocada,Uma mulher está tocando flauta,None,4636,2.7
Um cachorro preto escuro e um cachorro castanho claro estão brincando no quintal,Um cachorro preto e um cachorro castanho claro estão brigando no quintal,None,4637,3.8
O jogador está enterrando a bola de basquete e uma multidão está ao fundo,Não tem nenhum homem jogando a bola em um jogo de basquete,None,4638,3.5
Um jornal está apresentando uma mulher com mãos grandes segurando óculos de sol e vestindo um casaco,Uma mulher está usando óculos escuros de tamanho grande e está segurando jornais nas duas mãos,None,4639,2.6
Um homem está fritando comida,Um homem está fritando uma tortilha,None,4640,4.5
O homem está dançando,Algumas mulheres estão dançando,None,4641,2.9
Não tem nenhuma corda sendo escalada por um homem,Um homem está fatiando a cenoura com uma máquina,None,4642,1.1
Um filhote de gato está bebendo leite fresco,Um homem bêbado está ordenhando um gato,None,4643,1.7
Várias crianças estão pulando em um trampolim,Não há nenhum homem dando mortais em um trampolim,None,4644,3.2
O papagaio está falando no microfone,O papagaio está surpreendentemente falando no microfone,None,4645,4.6
Um homem está tocando um violão,Um homem não está tocando um violão,None,4646,3.8
Um cachorro está derrubando uma lata,Um cachorro está abrindo uma lata de comida,None,4647,3.1
Um homem está tocando bateria,Um homem está praticando bateria,None,4648,4.7
Uma menina adolescente está usando miçangas que são vermelhas,"Um suéter vermelho com uma senhora sorridente é adequado para ser usado com cabelo castanho claro, brincos e um colar",None,4649,1.915
O homem está embrulhando uma batata,O homem está fatiando a batata,None,4650,3.6
A mulher está fatiando uma cebola,Um homem está cortando uma cenoura com uma faca,None,4651,1.9
Uma menina está cortando manteiga em duas partes,Um mágico está cortando uma menina em dois pedaços como se fosse manteiga,None,4652,2.2
Um homem está correndo,Um homem está parado,None,4653,2.4
Uma mulher está surfando,Uma senhora está surfando e pegando uma onda,None,4654,4.6
Um homem está cortando uma caixa,Um homem está passando fita em uma caixa cortada,None,4655,3.4
Uma flauta está sendo tocada por um homem,Um homem está tocando um teclado eletrônico,None,4656,3
Quatro garotas estão fazendo ponte e brincando ao ar livre,Quatro crianças estão fazendo ponte no parque,None,4657,4.3
Dois gatos estão deitados juntos,Os gatos estão brincando um com o outro,None,4658,3.3
Um cara está brincando animadamente com uma bola de meia,O homem está austeramente tocando um piano,None,4659,1.7
O gato está lambendo leite de um pires,Um gato está bebendo leite avidamente,None,4660,4.3
Um adulto está no anfiteatro e está falando seriamente com um menino,"O homem e o menino estão de pé embaixo da escada, que é ao ar livre",None,4661,3
Um panda fofo está ficando deitado,O urso panda está descansando sobre os troncos,None,4662,3.8
Uma mãe está dando para o bebê um curral com um rinoceronte andando,Um bebê rinoceronte está seguindo um rinoceronte adulto,None,4663,2.1
Não tem nenhuma mulher tocando um violão,Uma mulher está tocando um violão,None,4664,3.7
Um grupo de pessoas está equipado com equipamento que não protege,Um grupo de pessoas está equipado com equipamentos de segurança,None,4665,3.5
Um homem está tocando um trompete,O violão está sendo tocado pelo homem,None,4666,3
